,transaction_id,terminal_id,customer_id,amount,currency,transaction_time,transaction_hour,transaction_weekday,payment_method,item_count,operator_id,device_id,batch_id,auth_code,response_code,network_type,session_id,reference_number,trace_id,pos_entry_mode,true_mcc,merchant_id,terminal_name,terminal_description,terminal_city,terminal_type,terminal_serial,terminal_version,merchant_name,merchant_city,items_total_price,items_mean_price,items_price_std,items_min_price,items_max_price,items_price_range,items_text,is_weekend,text,amount_log,items_price_cv,items_vs_amount,terminal_name_len,terminal_desc_len,items_text_len,amount_per_item,items_price_skew,is_single_item_expensive,items_vs_amount_gap,price_roundness,item_count_bucket,avg_price_bucket,item_count_vs_price
127,TX00000762,T000138,C000239,153.49,USD,2024-04-20 07:00:00,7,Saturday,MOBILE,5,OP30,DEV-C814,B4463,488684,0,4G,c602ca6f,REF66039079,71db842b-7971-4232-ae50-7294f51d9d4d,7,5732,M00072,PLACE,seamlesus cionnctions meat order,HOU,MOB,SN163229762,4.6.72,MART004,HOU,330.77,66.154,34.10313812539837,19.25,99.97,80.72,iember piece item veity shadowin gusrge thing o vierage,1,iember piece item veity shadowin gusrge thing o vierage seamlesus cionnctions meat order hou,5.040129369323958,1.9398214837810395,2.1549938106717046,5,32,55,30.691861627674466,0.511163177386441,0,1.1549862858408633,0,2,3,330.77
128,TX00001206,T000237,C000185,310.29,EUR,2024-09-17 19:00:00,19,Tuesday,MOBILE,2,OP56,DEV-E601,B7810,967026,0,4G,83b205c7,REF29524598,dc5531d5-37a2-4cce-a830-c238e6533276,91,5941,M00121,PLACE,unit unit item thing,NYC,POS,SN874110973,3.6.69,B2,NYC,107.59,53.795,52.14912511250788,16.92,90.67,73.75,vevet,0,vevet unit unit item thing nyc,5.740724953577918,1.0315609300048902,0.3467401463147378,5,20,5,155.06746626686657,0.6854598854933452,1,0.6532577483716898,0,1,3,107.59
129,TX00000462,T000084,C000281,435.17,GBP,2024-07-02 09:00:00,9,Tuesday,CASH,1,OP26,DEV-C238,B4883,428670,0,4G,640e5789,REF70877575,3841ed4c-327f-46bd-9d02-5dbd01141bfd,91,5651,M00045,LOCATION,thing common common unit unit,PHX,MOB,SN535189320,3.4.57,OUTLET002,PHX,26.57,26.57,0.0,26.57,26.57,0.0,teampest unit,0,teampest unit thing common common unit unit phx,6.078032075611444,inf,0.061056598570673526,8,29,13,434.7352647352648,0.0,1,0.9389412437869252,0,0,2,26.57
130,TX00001243,T000254,C000109,39.22,GBP,2024-05-07 15:00:00,15,Tuesday,CASH,1,OP52,DEV-E115,B9241,56592,0,LAN,3c32c1f1,REF51056009,e67ede2a-a3d6-4367-a5a8-ca36b6cce1f1,81,5941,M00128,LOCATION,common item common common,HOU,POS,SN974172182,1.0.6,STORE001,HOU,72.68,72.68,0.0,72.68,72.68,0.0,thing,0,thing common item common common hou,3.6943643843445058,inf,1.8531361550229477,8,25,5,39.180819180819185,0.0,1,0.853114402998394,0,0,3,72.68
131,TX00000078,T000001,C000043,266.9,USD,2024-08-07 19:00:00,19,Wednesday,CASH,1,OP06,DEV-A106,B7301,224046,0,WIFI,a7e28e5b,REF57584523,d86bf810-a8e5-4311-b7c6-80360ad29c15,5,5411,M00001,SHOP,binging hoes close eto basic,NYC,POS,SN901141830,1.9.5,STORE001,NYC,86.53,86.53,0.0,86.53,86.53,0.0,item,0,item binging hoes close eto basic nyc,5.590613776550563,inf,0.324203821656051,4,28,4,266.6333666333666,0.0,1,0.6757936463332846,0,0,3,86.53
132,TX00001004,T000212,C000056,65.92,EUR,2024-11-02 07:00:00,7,Saturday,MOBILE,3,OP45,DEV-D886,B7278,749119,0,WIFI,5b476fa8,REF72251909,91e7d928-d27d-4d6f-9bc6-b0ea1248110f,91,5261,M00108,PLACE,e ssentials regular common creadions,CHI,ONL,SN656129025,4.8.68,CENTER002,CHI,152.76,50.919999999999995,40.269369252572105,6.11,84.08,77.97,unit qvier crecsnt object aelloyed,1,unit qvier crecsnt object aelloyed e ssentials regular common creadions chi,4.2034978761186235,1.2644846677539556,2.3173543689320386,5,36,34,21.966011329556817,0.6512048074468296,0,1.3173343850973132,0,1,3,152.76
133,TX00001490,T000287,C000436,373.62,EUR,2024-04-22 15:00:00,15,Monday,MOBILE,3,OP53,DEV-E620,B2700,96055,5,5G,3cb2eaba,REF27587923,11966d31-8be3-4b73-a2f7-7dcaceb23352,81,5945,M00144,LOCATION,common general general general general,CHI,MOB,SN644537490,3.8.38,STORE003,CHI,106.46,35.486666666666665,32.25739656781578,15.71,72.71,56.99999999999999,thing glem moonthead hallowe dsway,0,thing glem moonthead hallowe dsway common general general general general chi,5.925912178867746,1.1001094459703802,0.2849419195974519,8,38,34,124.4985004998334,1.048909010642195,0,0.7150561665431012,0,1,2,106.46
134,TX00000571,T000095,C000454,310.88,EUR,2024-03-27 18:00:00,18,Wednesday,CARD,3,OP14,DEV-C872,B7224,483428,0,WIFI,fffe9fa6,REF57478039,e8cfaed2-e752-4670-b9c6-888d17454b7f,91,5699,M00050,PLACE,regular basic unit basic unit,LA,ONL,SN989994575,3.7.36,PLAZA001,LA,160.3,53.43333333333334,17.797843502327282,37.57,72.68,35.11000000000001,item,0,item regular basic unit basic unit la,5.7426184984413995,3.0022363847814644,0.5156330416881112,5,29,4,103.59213595468178,0.3601928847245529,0,0.4843654002656965,0,1,3,160.3
135,TX00000015,T000013,C000032,314.87,USD,2024-06-10 11:00:00,11,Monday,CARD,4,OP09,DEV-A559,B4230,220722,0,4G,594da459,REF19991216,bace3012-8a26-4d11-a712-98002f135cc5,7,5411,M00007,PLACE,order basic order basic,LA,POS,SN731148254,2.7.31,C3,LA,234.65,58.6625,33.37019266251445,10.56,85.21,74.64999999999999,sunfrakt piece object sillness element element piece,0,sunfrakt piece object sillness element element piece order basic order basic la,5.755330736536778,1.7579311151504684,0.7452281894115032,5,23,52,78.69782554361409,0.45253863134657824,0,0.25477100145773984,0,2,3,234.65
136,TX00000494,T000093,C000426,36.39,EUR,2024-01-20 19:00:00,19,Saturday,CARD,2,OP23,DEV-C645,B8135,367135,0,WIFI,3ae5f0a0,REF80760834,1c16e82e-f1fc-4583-98f2-bc8657754937,91,5651,M00049,PLACE,standard piece product piece stuff,LA,KSK,SN375136972,3.8.23,XYZ001,LA,97.81,48.905,12.027886347983175,40.4,57.41,17.009999999999998,part uemberloighd whiispering emoberliht,1,part uemberloighd whiispering emoberliht standard piece product piece stuff la,3.6214032889890224,4.065967916981553,2.6878263259137127,5,34,40,18.185907046476764,0.17390504232609486,0,1.687779945590943,0,1,2,97.81
137,TX00000350,T000066,C000478,495.47,GBP,2024-08-15 14:00:00,14,Thursday,CASH,5,OP10,DEV-A570,B6501,143100,14,4G,c5cbae81,REF10438499,344b9c35-6306-4da8-9ef1-fbbad796f1b4,5,5814,M00034,PLACE,whre raving smeet satsfaction,LA,KSK,SN481484443,2.7.82,C2,LA,395.33,79.066,23.694618165313404,39.18,99.33,60.15,latech elsewaoys elseiweys item item alsewayz,0,latech elsewaoys elseiweys item item alsewayz whre raving smeet satsfaction la,6.207523058698961,3.3368758866831993,0.7978888731911113,5,29,45,99.07418516296741,0.2562889701139539,0,0.2021107188917213,0,2,3,395.33000000000004
138,TX00000999,T000178,C000401,326.26,GBP,2024-12-28 16:00:00,16,Saturday,CARD,5,OP32,DEV-B713,B8076,668254,0,5G,befd70dd,REF32912642,d73edf26-ab38-4c7c-aa8f-b88ec6a325ce,5,5977,M00092,LOCATION,a service thing basic thing,LA,KSK,SN767712014,3.8.74,C1,LA,319.96,63.992,26.516773370830773,25.88,91.77,65.89,bloo tehered rfost stuff piece piece petual,1,bloo tehered rfost stuff piece piece petual a service thing basic thing la,5.79075496200075,2.413264958940784,0.9806902470422362,8,27,43,65.23895220955808,0.4340787273608051,0,0.019309693772777047,1,2,3,319.96
139,TX00000274,T000050,C000355,491.71,USD,2024-04-27 21:00:00,21,Saturday,CARD,4,OP02,DEV-A965,B8531,152445,0,WIFI,2d64cc65,REF30805333,64e447e8-a2dc-4375-a284-f42a9dd52de2,81,5812,M00026,LOCATION,common regular stuff stuff regular,NYC,KSK,SN671238124,1.1.17,MART001,NYC,224.5,56.125,33.484110161886235,22.71,85.67,62.96,item lstoening vge fractred item,1,item lstoening vge fractred item common regular stuff stuff regular nyc,6.199920765670314,1.676168180329459,0.45656992942994856,8,34,32,122.89677580604847,0.526404874746107,0,0.5434289653882057,0,2,3,224.5
140,TX00001191,T000224,C000396,79.13,GBP,2024-12-12 16:00:00,16,Thursday,CARD,2,OP46,DEV-D559,B5148,884223,0,4G,547282b6,REF48711031,f69da7e3-584c-4b83-8402-bc320584282a,7,5995,M00114,PLACE,cherishe tfind basic eavery lifestyle need,HOU,MOB,SN969572797,4.7.19,B2,HOU,144.84,72.42,28.90652521490606,51.98,92.86,40.88,lumnaous,0,lumnaous cherishe tfind basic eavery lifestyle need hou,4.383650315789979,2.5053166875503803,1.8304056615695692,5,42,8,39.54522738630685,0.2822385772082683,0,0.8303951675070453,0,1,3,144.84
141,TX00000271,T000049,C000255,429.04,EUR,2024-03-28 17:00:00,17,Thursday,CASH,5,OP04,DEV-A383,B5560,231049,0,LAN,eac47dc4,REF97011596,7e62d60c-bfb7-4cb0-b663-e4bca038932d,81,5812,M00025,PLACE,piece general service unit common,LA,ONL,SN141289310,2.5.47,XYZ001,LA,140.21,28.042,25.262366674561587,2.5,66.77,64.27,awaene object piece object embar item element,0,awaene object piece object embar item element piece general service unit common la,6.063878227617027,1.110030598528103,0.32679936602647774,5,33,45,85.79084183163367,1.3810220019256139,0,0.6731990648912343,1,2,2,140.21
142,TX00001473,T000285,C000121,413.21,USD,2024-06-05 14:00:00,14,Wednesday,CARD,3,OP60,DEV-E466,B1841,986543,0,LAN,d2b61dda,REF49353426,6c7d40a5-8de6-409c-bc24-37ee11884928,81,5945,M00143,LOCATION,basic stuff stuff stuff basic,HOU,KSK,SN944565374,1.7.75,PLAZA004,HOU,112.78,37.593333333333334,14.885927358862576,24.36,53.71,29.35,moonthred thing ilrdain thing,0,moonthred thing ilrdain thing basic stuff stuff stuff basic hou,6.026373091596171,2.5254277027592464,0.2729362793736841,8,29,29,137.69076974341885,0.42869936071925735,0,0.7270619610804165,0,1,2,112.78
143,TX00000237,T000044,C000379,271.18,USD,2024-09-28 23:00:00,23,Saturday,CARD,4,OP06,DEV-A610,B5702,136546,0,5G,4ba04176,REF54226765,4a7e65e7-2b79-4d57-bc68-f84960cc36e3,5,5812,M00023,PLACE,product product product common product,PHX,ONL,SN831241711,2.0.78,ABC001,PHX,233.75,58.4375,28.695426319653567,16.94,82.3,65.36,uinspoken solce betweien vw item tideya,1,uinspoken solce betweien vw item tideya product product product common product phx,5.606463612132171,2.0364743617687955,0.8619735968729257,5,38,39,67.77805548612847,0.40833525843408025,0,0.1380258941445013,0,2,3,233.75
144,TX00000585,T000101,C000058,430.91,USD,2024-12-06 07:00:00,7,Friday,CASH,3,OP29,DEV-C785,B9375,423075,5,4G,018b0d1e,REF86639255,3e963045-d441-4817-acf6-5444eedf3f59,91,5699,M00052,LOCATION,stuff stuff general basic general,HOU,MOB,SN159923051,3.2.56,MART004,HOU,96.92,32.306666666666665,45.886841614272534,2.76,85.17,82.41,sernada thing rveerberance piece,0,sernada thing rveerberance piece stuff stuff general basic general hou,6.068217233206374,0.7040507807932912,0.2249193567102179,8,33,32,143.5888037320893,1.6362473303550245,1,0.7750788445873974,0,1,2,96.91999999999999
145,TX00001312,T000260,C000112,220.82,USD,2024-10-26 06:00:00,6,Saturday,MOBILE,1,OP60,DEV-E777,B9380,992782,0,WIFI,c239e005,REF78790977,480a7ac5-3efe-4e23-8bb1-8b85ba6c9e1a,5,5942,M00132,PLACE,standard piece piece regular,LA,KSK,SN774214287,3.9.69,SHOP005,LA,13.86,13.86,0.0,13.86,13.86,0.0,,1,standard piece piece regular la,5.401866242176595,inf,0.06276605379947468,5,28,0,220.5994005994006,0.0,1,0.9372297018852372,0,0,1,13.86
146,TX00000694,T000131,C000271,12.89,USD,2024-05-08 16:00:00,16,Wednesday,CASH,3,OP25,DEV-C225,B4704,479672,0,LAN,459d29f3,REF39059887,1c5cca35-5f00-4a4b-bd8f-2af56fa4b8c3,5,5311,M00068,LOCATION,order order basic order stuff order,HOU,ONL,SN661137707,4.0.65,A1,HOU,110.59,36.86333333333334,27.19695632480468,14.22,67.03,52.81,liuminous etarnal tapsetry,0,liuminous etarnal tapsetry order order basic order stuff order hou,2.6311691567662523,1.3554212792448597,8.579519006982157,8,35,26,4.295234921692769,0.8183158066062046,0,7.578931037157707,0,1,2,110.59
147,TX00001001,T000211,C000346,345.56,EUR,2024-03-19 08:00:00,8,Tuesday,CARD,3,OP50,DEV-D895,B9528,797333,0,5G,92073400,REF74864003,33b52404-7317-442a-b9c7-3c02e07e91c7,81,5261,M00107,LOCATION,order order piece piece,CHI,MOB,SN816146725,5.6.84,B2,CHI,106.8,35.6,35.392432807028115,4.03,73.86,69.83,object element udincture,0,object element udincture order order piece piece chi,5.848055963812626,1.0058647336876676,0.30906354902187755,8,23,24,115.14828390536488,1.0746889132327744,0,0.6909344515150726,0,1,2,106.80000000000001
148,TX00000322,T000070,C000285,16.99,GBP,2024-11-22 07:00:00,7,Friday,MOBILE,2,OP09,DEV-A163,B6371,181840,0,4G,6762ac86,REF44997902,a491884c-b3aa-4753-af90-f9fb5c2d2830,7,5814,M00036,LOCATION,common thing common,NYC,MOB,SN211476895,2.2.65,OUTLET001,NYC,140.36,70.18,37.46251726726329,43.69,96.67,52.98,biuondless element piece,0,biuondless element piece common thing common nyc,2.8898160479624417,1.8733391432114728,8.261330194231903,8,19,24,8.490754622688655,0.37745258688248945,0,7.260902830910483,0,1,3,140.36
149,TX00000782,T000134,C000257,399.09,USD,2024-03-20 16:00:00,16,Wednesday,MOBILE,3,OP23,DEV-C511,B4055,410452,0,5G,60a6e9af,REF60794986,17536654-90ce-4787-a8dc-227d47799ade,5,5732,M00071,LOCATION,common standard stuff standard,LA,KSK,SN693249602,3.0.65,XYZ002,LA,103.81,34.60333333333333,24.824105891921533,5.94,49.15,43.21,thraat o part,0,thraat o part common standard stuff standard la,5.9916895217992785,1.3939407720861454,0.2601167656418352,8,30,13,132.98567144285238,0.4203712444491538,0,0.7398813804370432,0,1,2,103.81
150,TX00001358,T000261,C000080,166.52,USD,2024-04-08 06:00:00,6,Monday,MOBILE,3,OP55,DEV-E407,B9431,71606,14,LAN,1ec02694,REF77388127,644690c0-8c82-4b39-85fd-07bb2c0d9a37,91,5942,M00132,SHOP,stuff thing stuff thing,LA,ONL,SN564232972,1.2.42,SHOP005,LA,128.22,42.74,32.182125473622776,6.12,66.52,60.4,element glwo shimumer,0,element glwo shimumer stuff thing stuff thing la,5.121102747122227,1.3280664148497807,0.7699975978861398,4,23,21,55.48817060979674,0.5563744414028683,0,0.23000102089225988,0,1,2,128.22
151,TX00001203,T000239,C000354,294.11,USD,2024-01-18 07:00:00,7,Thursday,MOBILE,2,OP59,DEV-E336,B5760,934410,0,LAN,a3c9841c,REF41283148,6936427c-317d-4367-8ddf-ec96a112ca22,7,5941,M00122,PLACE,ninvoations piece mvomeent piece,PHX,MOB,SN844132161,3.9.3,CENTER002,PHX,114.46,57.23,24.32447327281724,40.03,74.43,34.400000000000006,,0,ninvoations piece mvomeent piece phx,5.687348168192776,2.352774481820122,0.38917411852708167,5,32,0,146.98150924537734,0.3005364225681888,0,0.6108238046179845,0,1,3,114.46
152,TX00000970,T000190,C000052,343.01,EUR,2024-02-18 08:00:00,8,Sunday,MOBILE,2,OP31,DEV-B975,B6846,550326,0,5G,ba453135,REF90242618,d46737b4-3b1e-4349-8fac-a80b47867456,91,5977,M00098,PLACE,service unit piece piece general,HOU,ONL,SN797739770,3.5.52,XYZ003,HOU,133.88,66.94,16.772572849744908,55.08,78.8,23.72,noturne iglded,1,noturne iglded service unit piece piece general hou,5.840670726718323,3.9910394546903447,0.39030932042797584,5,32,14,171.4192903548226,0.17717094157541716,0,0.6096889021051803,0,1,3,133.88
153,TX00001466,T000282,C000144,47.98,GBP,2024-06-10 22:00:00,22,Monday,CASH,2,OP54,DEV-E808,B6190,973040,14,WIFI,e174d40a,REF37156596,3b4cbd21-46dc-4d79-ae2e-e41a2b7ebd00,7,5945,M00142,PLACE,m gaic unit common common mooment,PHX,ONL,SN504559327,1.0.22,CENTER005,PHX,116.26,58.13,49.75203312428549,22.95,93.31,70.36,moonethread latticeobrn stuff,0,moonethread latticeobrn stuff m gaic unit common common mooment phx,3.891412051524022,1.1683944624893123,2.423092955398083,5,33,29,23.97801099450275,0.6051848411346785,1,1.4230632958879559,0,1,3,116.26
154,TX00000526,T000101,C000123,49.59,EUR,2024-12-15 14:00:00,14,Sunday,CARD,4,OP15,DEV-C385,B9674,383399,0,4G,39146281,REF75159326,bf1ee291-1fa9-4d63-a879-9e9210fa21c2,7,5699,M00052,LOCATION,stuff stuff general basic general,HOU,MOB,SN159923051,3.2.56,MART004,HOU,201.65,50.4125,37.97404321814223,13.84,88.62,74.78,glsslika aliminal sonnt etheerbound whsipers,1,glsslika aliminal sonnt etheerbound whsipers stuff stuff general basic general hou,3.923753928303845,1.3275515517377212,4.06634402097197,8,33,44,12.394401399650087,0.7578823132692633,0,3.0662821883002964,0,2,3,201.65
155,TX00001425,T000288,C000455,14.41,USD,2024-10-09 14:00:00,14,Wednesday,MOBILE,5,OP52,DEV-E659,B1491,975818,0,5G,f50de8d5,REF73199814,5f5aec08-cb06-41b5-8cf8-a2b9e00a7d2b,7,5945,M00145,SHOP,stuff regular regular stuff stuff,CHI,ONL,SN374596613,3.9.93,PLAZA003,CHI,149.67000000000002,29.934000000000005,16.62954088362033,10.88,53.03,42.15,ltteceborne aureilc ambrace monotrhead thing stuff unit,0,ltteceborne aureilc ambrace monotrhead thing stuff unit stuff regular regular stuff stuff chi,2.7350166493320245,1.800049695267548,10.386537126995144,4,33,55,2.8814237152569486,0.7715383330549521,0,9.38588578169454,0,2,2,149.67000000000002
156,TX00001170,T000226,C000004,47.74,GBP,2024-05-14 16:00:00,16,Tuesday,CARD,1,OP48,DEV-D685,B4248,889663,5,4G,b6ec1094,REF97967344,006eb3cb-a8da-401d-8b61-3b6d561eb526,7,5995,M00115,PLACE,piece pravisieon sin order asoile piece,PHX,KSK,SN779549625,5.0.99,OUTLET003,PHX,71.39,71.39,0.0,71.39,71.39,0.0,unit item,0,unit item piece pravisieon sin order asoile piece phx,3.8865000481970604,inf,1.4953917050691243,5,39,9,47.6923076923077,0.0,1,0.49538132841792165,0,0,3,71.39
157,TX00000175,T000023,C000294,150.07,USD,2024-04-27 14:00:00,14,Saturday,CASH,2,OP02,DEV-A329,B6782,280643,0,5G,5d3dae6b,REF98476025,4bcfcf6b-976d-40cc-9972-e982a6735a74,91,5462,M00012,PLACE,standard standard standard standard,NYC,KSK,SN796264935,1.7.78,MART003,NYC,112.55,56.275,3.3728993462598287,53.89,58.66,4.769999999999996,object uof rfagemnts part,1,object uof rfagemnts part standard standard standard standard nyc,5.0177433055556335,16.684458746864987,0.7499833411074832,5,35,25,74.99750124937532,0.04238041083232636,0,0.25001499290335905,0,1,3,112.55
158,TX00000358,T000059,C000223,142.86,USD,2024-03-28 15:00:00,15,Thursday,CARD,4,OP07,DEV-A473,B1490,190668,0,4G,27e4d326,REF44245026,4e4fb963-1896-485d-b0f8-ff4c2724d751,91,5814,M00030,PLACE,piece ad piece regular product,CHI,KSK,SN151415938,2.7.66,MART002,CHI,279.74,69.935,17.142070081138588,46.75,87.44,40.69,wildtharn item boundless element buraech item,0,wildtharn item boundless element buraech item piece ad piece regular product chi,4.96884060443921,4.079728974912397,1.9581408371832563,5,30,45,35.706073481629595,0.2503002745367192,0,0.9581341303784796,0,2,3,279.74
159,TX00000043,T000002,C000040,34.66,EUR,2024-04-20 19:00:00,19,Saturday,CASH,3,OP06,DEV-A118,B7232,175984,0,4G,92a1eb01,REF26650536,a08e4875-a1ff-47af-a14a-cc7be6986318,81,5411,M00001,PLACE,stuff service stuff service s staples,NYC,ONL,SN291167080,2.9.68,STORE001,NYC,91.76,30.58666666666667,27.009658149138676,6.54,59.81,53.27,item part item item tieds,1,item part item item tieds stuff service stuff service s staples nyc,3.574029612434994,1.1324344239300215,2.647432198499712,5,37,25,11.549483505498166,0.9553959656942339,0,1.6473846686477602,0,1,2,91.76
160,TX00000416,T000083,C000188,124.51,GBP,2024-12-04 13:00:00,13,Wednesday,MOBILE,5,OP22,DEV-C448,B6565,313049,0,WIFI,0e8271b1,REF47552461,0e72b1ce-8190-44f6-b9b7-66ae408bc538,81,5651,M00045,LOCATION,regular basic basic basic regular,PHX,POS,SN605120084,3.9.49,OUTLET002,PHX,309.01,61.802,36.144481874831186,13.95,99.09,85.14,meaowbund fragmetns fo part part part part evrwind sunli tgssamer,0,meaowbund fragmetns fo part part part part evrwind sunli tgssamer regular basic basic basic regular phx,4.832385436672355,1.709859895461253,2.481808690065055,8,33,65,24.89702059588082,0.6033364076177533,0,1.4817967890387194,0,2,3,309.01
161,TX00000344,T000064,C000389,38.66,GBP,2024-03-28 22:00:00,22,Thursday,CARD,5,OP04,DEV-A779,B5861,132599,0,4G,ecdccdfe,REF19518525,5f5b9143-a5bb-432b-9bde-0033994dab86,7,5814,M00032,LOCATION,regular piece basic basic piece s,CHI,ONL,SN711438047,2.8.89,A3,CHI,302.85,60.57000000000001,36.26199801445033,7.76,98.73,90.97,thing item ubreach af ato piece wildhtrn unit af,0,thing item ubreach af ato piece wildhtrn unit af regular piece basic basic piece s chi,3.68034312309165,1.6703437018518117,7.833678220382826,8,33,48,7.730453909218155,0.6300044575787092,0,6.833501461421073,0,2,3,302.85
162,TX00001026,T000209,C000493,199.12,GBP,2024-06-03 06:00:00,6,Monday,CARD,5,OP42,DEV-D977,B5978,863845,0,LAN,9a9a930d,REF27390520,edfbe072-4aa3-4a2b-af7e-6b58b7d66ec3,81,5261,M00107,LOCATION,service basic stuff basic product,CHI,POS,SN426132324,4.9.34,B2,CHI,246.62,49.324,19.88121802103684,23.74,70.72,46.98,object gliow unit horizoin object embeirvault unit,0,object gliow unit horizoin object embeirvault unit service basic stuff basic product chi,5.298917186620004,2.4809345155718816,1.2385496183206106,8,33,50,39.81603679264147,0.43377597567156617,0,0.23854842030725035,0,2,2,246.62
163,TX00001401,T000290,C000104,404.9,GBP,2024-04-22 19:00:00,19,Monday,MOBILE,5,OP59,DEV-E316,B4240,995218,0,LAN,c0998cf8,REF56855073,232d75d5-60e1-47fc-bd8f-2494bbf0204e,91,5945,M00146,SHOP,common general piece common common,CHI,ONL,SN454596333,1.7.2,MART004,CHI,170.46,34.092,33.97023285171887,6.11,91.61,85.5,laterwisp gidraen thing thing latticeobrne omuse thing thing,0,laterwisp gidraen thing thing latticeobrne omuse thing thing common general piece common common chi,6.006106823844852,1.003584524981405,0.42099283773771307,4,34,60,80.96380723855228,1.68709119174024,0,0.579005732265418,0,2,2,170.45999999999998
164,TX00000101,T000024,C000040,126.3,USD,2024-06-05 10:00:00,10,Wednesday,MOBILE,4,OP03,DEV-A486,B8500,217088,0,WIFI,1dcecfb4,REF89715350,3e735b1d-a3c7-43a5-99d8-cc6bc679e3da,7,5462,M00012,PLACE,standard unit common unit piece,NYC,MOB,SN256269600,1.9.2,MART003,NYC,283.92,70.98,23.085081762904807,47.01,94.42,47.41,pism unfoldeing piece part unit part,0,pism unfoldeing piece part unit part standard unit common unit piece nyc,4.846546505563361,3.074712956575145,2.2479809976247034,5,31,36,31.56710822294426,0.33022921626914237,0,1.2479711166182375,1,2,3,283.92
165,TX00000107,T000023,C000312,305.4,USD,2024-04-07 18:00:00,18,Sunday,MOBILE,4,OP02,DEV-A835,B3370,131108,0,WIFI,5d8446df,REF58360842,00c8beb8-2c95-4390-8fa7-a2b83085f145,91,5462,M00012,PLACE,standard standard standard standard,NYC,KSK,SN796264935,1.7.78,MART003,NYC,167.01999999999998,41.754999999999995,33.07545464540132,10.64,81.88,71.24,fagmends part fraugmetns part fragment sof syk unit,1,fagmends part fraugmetns part fragment sof syk unit standard standard standard standard nyc,5.724891437866436,1.2624165093919713,0.5468893254747872,5,35,51,76.33091727068232,0.9609397451863206,0,0.45310919086708956,0,2,2,167.01999999999998
166,TX00001489,T000281,C000043,207.06,EUR,2024-07-24 13:00:00,13,Wednesday,CASH,4,OP60,DEV-E617,B3430,25834,0,WIFI,af362718,REF65519957,dce44c31-773b-4458-8769-0dd626442be4,81,5945,M00142,LOCATION,excietemend basic standard kurious basic,PHX,POS,SN324560152,3.9.79,CENTER005,PHX,260.11,65.0275,22.75226344051657,33.01,86.84,53.830000000000005,thing glidrain stell stuff unit thing,0,thing glidrain stell stuff unit thing excietemend basic standard kurious basic phx,5.337826499642749,2.8580672938324425,1.2562059306481215,8,40,37,51.75206198450387,0.335429849988851,0,0.25620469330293977,1,2,3,260.11
167,TX00001052,T000201,C000360,485.84,USD,2024-10-02 06:00:00,6,Wednesday,CASH,3,OP50,DEV-D120,B9088,749478,0,4G,9e21172f,REF15731910,66458b0e-b185-4baa-944e-7e393b30de81,7,5261,M00104,LOCATION,thing basic thing thing item,PHX,KSK,SN236193705,5.6.13,PLAZA002,PHX,125.96,41.986666666666665,35.66870103232431,2.39,71.6,69.21,cresceint ashor fargment songlin eveilar kcurrent,0,cresceint ashor fargment songlin eveilar kcurrent thing basic thing thing item phx,6.187935527006356,1.1771291202507426,0.25926230857895605,8,28,49,161.8927024325225,0.7052864730119162,0,0.7407361667706102,1,1,2,125.96
168,TX00000964,T000182,C000382,370.68,USD,2024-10-13 22:00:00,22,Sunday,CARD,1,OP37,DEV-B435,B5246,638263,0,LAN,de022f09,REF94405237,e4b8dede-b212-46a4-b0ae-90dc83acff8e,81,5977,M00094,LOCATION,service service thing common regular,HOU,POS,SN837726809,3.7.69,SHOP004,HOU,28.02,28.02,0.0,28.02,28.02,0.0,unit taace,1,unit taace service service thing common regular hou,5.918033269022099,inf,0.075590806086112,8,36,10,370.3096903096904,0.0,1,0.9244067001006258,1,0,2,28.02
169,TX00000380,T000073,C000117,25.07,EUR,2024-01-17 14:00:00,14,Wednesday,CARD,4,OP07,DEV-A574,B7232,168886,0,LAN,4432d2ea,REF40799334,a11f33a5-89f0-4743-92b7-2c02fb022410,81,5814,M00037,PLACE,common piece common service go,LA,KSK,SN141468515,1.6.56,SHOP003,LA,335.86,83.965,12.573616557432208,66.26,95.9,29.64,thing item stuff uaxiom o fturning,0,thing item stuff uaxiom o fturning common piece common service go la,3.2607852279454104,6.677871845103203,13.396888711607499,5,30,34,6.265933516620844,0.14214086654121907,0,12.396394240357385,1,2,3,335.86
170,TX00000244,T000052,C000366,131.69,EUR,2024-04-22 12:00:00,12,Monday,CARD,3,OP05,DEV-A535,B6761,217249,0,WIFI,1d735dbc,REF71322699,0a85805b-d011-48a1-ac70-007497614f40,81,5812,M00026,LOCATION,piece piece order order order,NYC,MOB,SN831219666,1.7.59,MART001,NYC,80.86,26.953333333333333,21.87746405169789,12.38,52.11,39.73,qoiet flickuer eneath,0,qoiet flickuer eneath piece piece order order order nyc,4.888015580548345,1.232013604028366,0.6140177690029615,8,29,21,43.88203932022659,0.9333069512632477,0,0.38597930002809605,1,1,2,80.86
